Text,Action,Action_number,Label
But he has struggled shooting the ball in SC played just eight for 47 from 3. Now he was a 43% three-point field goal shooter.,No action,0,0
Burn has been the more aggressive team is an understatement.,No action,0,0
"I said about a month ago when Shipway was averaging 15 and 15. I'm saying to myself, alright, we we've reached conference play. I'm sure these numbers will.",No action,0,0
"And go self dials him up. Trying to go back door. Wilson, there's the back door and an up and under. No good.",No action,0,0
"A few Eric passes by the Kansas Big Man. Tough shot, brockington. Knows how to make the tough shots all season long.",No action,0,0
That time was Williams got off balance. Chandler don't wide open Ziegler. And come on with the safe.,No action,0,0
A turnover. Here's RJ Davis can't sink it.,No action,0,0
Heated and hot and intense tonight in the jungle. I don't know if Auburn's the best team or not there. They're certainly deserving of being ranked #1.,No action,0,0
"And you watch this Iowa State team, they they like to go four and five out and really spread the floor. Caleb Grill, 3 point specialist off the mark.",No action,0,0
"Wilson. Shovels, mcculler.",No action,0,0
And 16 offensive rebounds. This is Seton Hall team that shoots almost 77% from that foul line.,No action,0,0
"Gotta go. That's a foul, Watson. Not fade away goes around and out. And a foul is called on horchler going for the rebound.",No action,0,0
Tennessee must get the ball inside and put it up quick before the NFL trap comes. We bounded by comrade.,No action,0,0
Amy had some early threes and went down for him and finds one late in the half and late in the clock.,No action,0,0
"And no, no one for giving out silver dollars. I I've actually. Got one from him. So he's like you said, just a really nice person.",No action,0,0
Mississippi State now with three to work with. Molinard let it go quick. A bit strong.,No action,0,0
"Boston College is back in their zone, they're really emphasizing. Keeping that ball out of the middle. Right there is what they want to avoid it. They got there, Gardner couldn't make it. And then shedrick.",No action,0,0
"Patio in the game. They're just tearing him to take a 3 around here every minute of the real, but then sand.",No action,0,0
"Part of that Mocan AAU program out of Kansas City, and you said it, rich Bill Self feels really comfortable with him.",No action,0,0
Obanner.,No action,0,0
Crosswell inside. Three St. John's defenders around him and he still scored.,No action,0,0
"Very good at that. And Wagner and Rhode Island. Nice entry here. Man with seven on the shot clock, the Jays give it away.",No action,0,0
"Kansas trying to build on their largest lead of the night, which is 9 right now, Adams. And a good offensive rebound by the freshman camp.",No action,0,0
"Early going here against North Carolina. Davis again, straight on. Rebar tapped out high in his second effort. Now for the heels.",No action,0,0
His crown wants to become a factor. Love will lift.,No action,0,0
"A10 point lead is a 20 point lead right now, the way cyclones have scored.",No action,0,0
"Hawkins at the disadvantage, but not a good live.",No action,0,0
"It's just a it's like a quiet 20 points. From Holland, R Watts pulls it from 3.",No action,0,0
Winter League buries A3 he's been great tonight.,No action,0,0
Wilson wraps it around a Lightfoot. Tough jump off doesn't go chance to make it A1 possession ball game.,No action,0,0
Five and six in the ACC. North Carolina Seven and three. Miami leads the conference at 8/2. Cross has time to fire and knocks it down.,No action,0,0
610 junior. Curry tough angle.,No action,0,0
Bridge checked in by Obie Argu. Second opportunity rice off the mark. Rebound. Jackson Harris picks it off.,No action,0,0
"And now to your point, trying to figure out how to do it without the Big East leading scorer and Bryce Aiken. Here is road, and with the shot clock winding down, nothing but nylon.",No action,0,0
"Rest of these players, they just. You know, they laud his leadership, three of the air, and that one is down.",No action,0,0
"About the leadership of Bryce Aiken. Beard had it poked away, but first a foul called against miles kale.",No action,0,0
Radford ran into a wall named Kamwa and couldn't finish.,No action,0,0
Kabla from the corner.,No action,0,0
"Against LSU, team trainer Clark Holder went to look for a lightweight go look at it.",No action,0,0
"Chance does not have a time out, but Naah gets it into Durham. You gotta fight, yeah, and he holds it and killed a couple of seconds.",No action,0,0
"With the transfers, they got out of that portal, most of whom came from winning programs. The tech turns it over. Quick pass down low.",No action,0,0
Can't finish the three-point play.,No action,0,0
"That's kind of what they do best, this guy. Wheeler for three. High up in the air, grab by Horchler.",No action,0,0
Alan brings it ahead probes.,No action,0,0
"Rolls off the iron. On the run out, down, the reverse it won't fall for Gray Davis.",No action,0,0
8 of 12 coming into this in his last three games and now getting from from 3 and now getting off to an even better start here in the second-half and it's triple and an answer.,No action,0,0
"Meanwhile, Wilson converts with the right-handed hook shot. Yeah, moving screen. That's an offensive foul.",No action,0,0
"Quinerly push. Miles. He walked. Boy, he didn't know. Should I shoot A3 or take?",No action,0,0
"Lobbed it into Watson, makes the catch and there's the chance. Really nice out of bounds play.",No action,0,0
Ziegler in the corner. Combo the board.,No action,0,0
"21 early here. They had Kessler, it's good hands by Ellis, and they're gonna get a foul underneath.",No action,0,0
"Well, they got, they got a base basically play 4 on five out on the perimeter.",No action,0,0
"To get help. If anybody tries to stop the drive off a shooter, you got a wide open shot. He was the Rory Smith missed that. He's got all his points from the free throw line now, three of five, and they put Shackleford back in. He'll play with two fouls.",No action,0,0
"Left side wing did not start this game. Doesn't get a touch here, but they do get it in the paint. Fulkerson with the rebound after the missed by Quinton Jackson.",No action,0,0
It's always a different guy stepping up for the Cavaliers. And Franklin and Gardner have combined for 15. This carnage gets foul.,No action,0,0
"Dance for David McCormick to go along with 14 points. Some nights here to Peacock, some days, some nights you're the feather duster. Here's brown.",No action,0,0
Gordon with the bucket. It's a one point game.,No action,0,0
"Mcculler. Santos Silva, on the rebound, is foul.",No action,0,0
"This is the second. I think I've said this a lot in the second-half. It's a 10 point lead, but now I'm in Kohler.",No action,0,0
Clapcich is A7 footer. He's a big guard by the six six cash. He finds Taylor cut.,No action,0,0
And you just don't lose a ton with green on the defensive end. Shackleford knocks down A3. Jayden Shackleford to 19.,No action,0,0
That's what you're gonna see. You wanna see more of that? They're struggling to have court shepherd dental. Great play.,No action,0,0
So the Cardinals down to. His cross left open just nicked the rim.,No action,0,0
"Shot clock to six gloves, baselines, bloats in and hits it. I love the attack by Caleb Love. He hasn't settled for jump shots.",No action,0,0
"Inside, McCormick again skips it back out. And a traveling car.",No action,0,0
"Bill has already been having several conversations with Armando Bacon about not complaining so much, but that tire W comes away with it and transition they cannot finish, but Davis was filed on the play.",No action,0,0
